Account Statement for: Anika Patel
Account Number: 400606348600
Registered Phone: 7180768824
----------------------------------------
Date,Narration,Withdrawal,Deposit,Running_Balance
06-07-2025 02:28:15,BY CASH DEPOSIT - REF UTR20317,,14109.61,93198.43
11-07-2025 19:16:25,CASH-DEP/BRANCH/UTR58304,,45621.84,138820.27
16-07-2025 01:22:26,CASH-DEP/BRANCH/UTR94970,33503.16,,105317.11
19-07-2025 06:21:38,BY CASH DEPOSIT - REF UTR90610,27011.77,,78305.34
27-07-2025 04:32:21,ATM-WDL/CASH/UTR76344,4568.42,,73736.92
07-08-2025 20:39:33,ATM/CASH-WITHDRAWAL/Txn:UTR74573,2673.71,,71063.21
16-08-2025 03:32:49,CASH-DEP/BRANCH/UTR79661,28935.55,,42127.66
24-08-2025 12:53:27,ATM-WDL/CASH/UTR54743,,9581.45,51709.11
25-08-2025 04:44:46,ATM-WDL/CASH/UTR32671,1142.87,,50566.24
28-08-2025 11:24:17,UPI/P2M/UTR13190/Water Boar/Payment,10526.36,,40039.88
28-08-2025 12:33:03,UPI-MERCHANT-atiwari@okaxis-,,34622.74,74662.62
29-08-2025 16:24:31,BY CASH DEPOSIT - REF UTR59393,,45612.32,120274.94
30-08-2025 01:28:51,UPI-MERCHANT-7300180655@okaxis-Ola,17526.11,,102748.83
30-08-2025 09:13:09,UPI-MERCHANT-9508516277@oksbi-HP Petrol,16524.24,,86224.59
04-09-2025 19:37:25,IMPS/P2A/UTR69013/6110750507,153199.37,,-66974.78
07-09-2025 04:18:34,UPI-MERCHANT-hemantmajumdar@axl-Flipkart,6346.99,,-73321.77
30-09-2025 03:52:45,CASH-DEP/BRANCH/UTR88305,,45507.58,-27814.19
09-10-2025 22:31:29,IMPS-FUNDS-TRF-JAYA SRIVA-UTR74439,,24924.99,-2889.20
29-10-2025 03:07:24,CASH-DEP/BRANCH/UTR98893,16509.92,,-19399.12
12-11-2025 04:13:08,UPI/P2M/UTR78647//Payment,,13386.16,-6012.96
16-11-2025 04:39:45,UPI-MERCHANT-8196593978@oksbi-Zomato,24233.61,,-30246.57
24-11-2025 01:13:37,UPI-MERCHANT-rajaniwork@axl-,,3074.02,-27172.55
26-11-2025 22:50:02,UPI/P2M/UTR29386//Payment,,3360.59,-23811.96
28-11-2025 14:15:34,UPI/P2M/UTR65413//Payment,,2977.90,-20834.06
29-11-2025 07:43:07,ATM/CASH-WITHDRAWAL/Txn:UTR53534,18590.09,,-39424.15
03-12-2025 19:45:22,UPI-MERCHANT-manoj398@oksbi-,,18256.47,-21167.68
05-12-2025 14:51:44,BY CASH DEPOSIT - REF UTR20792,,43387.02,22219.34
16-12-2025 17:20:54,BY CASH DEPOSIT - REF UTR73680,29910.40,,-7691.06
25-12-2025 19:33:37,UPI/P2M/UTR38190//Payment,,10678.47,2987.41
