Account Statement for: Damini Shetty
Account Number: 749445028286
Registered Phone: 8597804386
----------------------------------------
Date,Narration,Withdrawal,Deposit,Running_Balance
05-09-2025 11:16:44,CASH-DEP/BRANCH/UTR70300,2064.18,,288822.75
21-09-2025 04:15:49,ATM-WDL/CASH/UTR95071,3122.09,,285700.66
24-09-2025 00:37:49,UPI-MERCHANT-6237834522@ybl-,,22800.05,308500.71
24-09-2025 11:52:55,UPI/P2M/UTR73891/BookMyShow/Payment,20499.63,,288001.08
29-09-2025 04:36:42,UPI-MERCHANT-9108248045@ibl-LIC,18458.99,,269542.09
08-10-2025 18:56:08,UPI-MERCHANT-chandani538@apl-Bharat Petroleum,2342.41,,267199.68
13-10-2025 12:43:30,ATM/CASH-WITHDRAWAL/Txn:UTR80679,5098.98,,262100.70
22-10-2025 21:13:20,UPI/P2M/UTR16606//Payment,,20170.82,282271.52
23-10-2025 03:01:28,BY CASH DEPOSIT - REF UTR41590,,16101.68,298373.20
26-10-2025 22:19:22,ATM/CASH-WITHDRAWAL/Txn:UTR49235,,16558.26,314931.46
28-10-2025 18:47:23,IMPS-FUNDS-TRF-SUNITA CHA-UTR48322,,33315.79,348247.25
16-11-2025 01:14:15,ATM-WDL/CASH/UTR79724,634.66,,347612.59
16-11-2025 20:44:48,ATM/CASH-WITHDRAWAL/Txn:UTR91882,11143.32,,336469.27
29-11-2025 08:17:50,CASH-DEP/BRANCH/UTR97390,36480.21,,299989.06
26-12-2025 07:23:09,ATM/CASH-WITHDRAWAL/Txn:UTR18032,15062.15,,284926.91
